,classe,text
1486,رياضة,ميس لقب تويج عالم لاعب افضل دول راءعا بينا شعور مونديال بلقب سعاد عقب ارجنتين فوز جاءز بجاءز مصير دورا 
1487,رياضة,اند فيفا لاعب عالم كاس فريق اوروب دور دولارا رومينيج قيم روبن بايرن ار رءيس مشارك نظام عد دول جناح 
1488,رياضة,سعود صحيف مبارا جوهر هزيم رياض اسيا منتخب سوريا ياب لكر اتحاد حدث تعليق بيسيرو مبار بكاس رءيس جزير خسار 
1489,رياضة,حارس مبارا فريق منتخب تعادل بطاق برازيل سعود نظير استكمال لاعب بريشيا جماهير تعاطف متوقع دور دقيق تاهل ايطال سيرجيو 
1490,رياضة,شيكاغو اولمب مدين لجن محتج ساح وقت مواطن طلب رغم اولمبياد ضخم استطلاع اعضاء لاستضاف مدينتهم غد كوبنهاجن ذكر ورق 
1491,رياضة,فريق اتحاد عرب محمد رءيس قنيطر ناد ناءب امير ملك قطر جمع كبير مساند نهاء تنظيم موقع كاس رسم عالم 
1492,رياضة,ساحل نجم مبارا فريق مدرب ترج لاعب دور منافس نقط بسب هداف نعول خط فوز قو مبار غياب مرتقب جدول 
1493,رياضة,سباق هاميلت ساءق بطول نقط فريق زيار مركز لقب ترتيب برل المان سنغافور عالم يبر موقف جاءز اخر منافس برصيد 
1494,رياضة,منتخب دور اولمب اتحاد مجموع شرق بحرين سعود مسءول نهاء اسيو لندن منطق لكر مبارات بنتيج خليج اوسط مءهل معسكر 
1495,رياضة,مجموع نهاء سودرلينج بطول مبارا ارسال روديك فوز مصنف ستيبانيك مواجه فرد بلقب ليصل دور تعامل اداء امر طريق بطريق 
1496,رياضة,اتحاد دور اهل خريط دقيق بلاتر فيفا تطوير كر هدف وكر محمد امور لكر شوط كلاهما وف طريق لاعبو مبارا 
1497,رياضة,نالباند بطول لموش جزاءر فن اتحاد كاس لاعب افريقيا قر اسيو منتخب مدير ساءل اعلام مقر شنغها مشاركت طوكيو نهاء 
1498,رياضة,منتخب نظير فريق عمان سور بحرين شوط مجموع بطول بهدف تعادل كويت شباك منطق لكر دقيق داخل دقاءق مبارا مركز 
1499,رياضة,اورتيجا لاعب ريفر فريق قرار بليت تدريب ناد لوبيز ملعب باساريلا صحف فن ارجنتين خو مر صفوف سنو فتر مخضرم 
1500,رياضة,سعود مدرب كاس اتحاد منتخب فن انجليز ليفربول تدريب ستيف مدير كلارك سابق رسم دالجليش تفاوض ناد عمل برتغال سام 
1501,رياضة,امن شرط لاعب دور العاب ملاعب كومنولث مسءول هجوم كال بعدم رءيس دادوال استرال خط كبير دول نيودله ثانينوفمبر حيو 
1502,رياضة,منتخب كور بحرين دقيق سد كر شوط جزاء بجوار كو منطق جا مبارا حارس داخل تشول جي لاعب ضرب فوز 
1503,رياضة,منتخب مركز بنتيج نقاط نظير اشواط مجموع برصيد بعدما فريق رصيد بطول تونس ليرفع حفاظ لقب كر عالم برازيل طريق 
1504,رياضة,ناد فيورنتينا فرنس جيلاردينو ملا بيع انتقال يوفنتوس لاعب مقبل جانب بوردو لعب دول انجليز اماور سيك اهم ديارا مهاجم 
1505,رياضة,هدف بودبوز لعب دور خور جزاءر دقيقت قطر وحيد فرنس سد منتخب عالم ايفوار اداء اولا عراق بتوقيع لكر مرحل 
1506,رياضة,مبارا اهل محمد فريق دول سيد معوض ناد شفاء دور جدو تحقيق رءيس جماهير تاهل نهاء ايجاب اخر ناح تدريب 
1507,رياضة,فريق مبارا ايطال بوف حكام تحكيم عالم اتحاد تدريب حسام طاقم غد مصر منتخب يوفنتوس حارس بطول دور مونديال استعان 
1508,رياضة,وقت هيت مبارا نقط سل فوز اخر امريك نيو لهيت فريق موسم فوزا باكس متابع كر حرت ارويو فرص لباكس 
1509,رياضة,مبارا فريق ليفربول ذهاب اسبان تحويل استاد مهاجم صفوف غد مدير فن بينيتيز سيك بشد فورل منتخب اجويرو بسب عضل 
1510,رياضة,منتخب مركز نقط تصنيف برصيد مرتب عرب افريقيا عالم عالميا موقعيهما حافظ برتغال اسبان قم مستو نظير لنظير اردن ليبيا 
1511,رياضة,فريق المان ماكينو ظهير لاعب ياسودا صحيف هولند مسءول كولن مفاوض اجراء اند امبراطور دور وسط كاس منافس اختبار ايسر 
1512,رياضة,مركز ساءق برصيد فيتيل برشلون بدلاء مورينيو امر منافس جوارديولا مدرب فريق لسباق فوز حر بطول رد كثير دور دفع 
1513,رياضة,عراق كاس لقب اسيا منتخب بطول دور فريق بعدما اسيو نظير فوز علاق بلد تاريخ بسب داءما ايران مبار نهاء 
1514,رياضة,رءيس اتحاد بيكام كاس عالم برنامج عرض فيفا موضوع لكر بلاتر افريق انجلترا جنوب انجليز مزاعم بانوراما ديفيد اجتماع ضيق 
1515,رياضة,ريسنج دور كاس كلوب لكر نها اشهر جماهير ملاعب قدم مورينو جيوفان جنوب ارجنتين امريكا مدين عديد لاستضاف احداث بنغاز 
1516,رياضة,بطول فوز دور لاعب منافس مستو راءع راونيتش مصنف عالم محترف اوكران روس دقيق كند ملاعب ايجور مركز تغلب جيدا 
1517,رياضة,سباق تونس كانسيلارا مشجع دور مركز دراج دقيق فوز لقب المان مقبل رجال ساع استرال قياسيا انجازا قاهر عد ميلر 
1518,رياضة,اينس يونايتد بروس انجلترا مبارا نظرا كاس فريق امل لاعب مانشستر تدريب كاونت دور نوتس صعيد سعاد لرءيت اجتماع مختلطت 
1519,رياضة,منتخب اسبان وسط خط برشلون لاعب سيرخيو خو ديفيد عالم ليتوان تشاف مبارا دور سيغيب بوسك دل اسكتلند قاءم فريق 
1520,رياضة,بيكهام لاعب جراح عمل امريك دور وتر تشف داءما علاج اذارمارس جالاكس ماض منتخب بطول انجليز كاس عالم حذاء انتعل 
1521,رياضة,فيتيل مركز ساءق سباق برصيد سيار ريد بول ونسو رسم غد انطلاق ترتيب عالم فيرناندو سنغافور احراز مكلار سينطلق با 
1522,رياضة,مجموع لاعب مبارا منتخب اتحاد افضل لكر جاءز صور ليفربول ويب حكم مركز جنوب افريقيا هدف مانشستر انجليز دول بابل 
1523,رياضة,لاعب برازيل كر نيمار قاءم مستشف طبيب سانتوس مبارا مدير فن فريق كاس دور شوط اعوام قدرت مقبل ساو اندر 
1524,رياضة,مشجع رءيس ملعب بناء اعمال يونايتد مانشستر نها سيت بلانكنس كر انتهاء جانب بيلام تصرف كلارك افريقيا بما منظم وقت 
1525,رياضة,مبارا فريق منتخب مواجه بالتال كوريا جنوب نقاط جيد منظم لعب غياب كواك استراليا استرال لاعب مدير فن قو اوسيك 
1526,رياضة,فريق دور مبارا فوز نقط بيتر جلاء لاعب توتنهام جاتوسو نهاء دقيق نيوكاسل رصيد ذهاب اياب برمنجهام تطبيق علوم صناع 
1527,رياضة,جزاءر كاس يابان لاعب شباب اتحاد نهاء ثانو باتن تدريس وطن منافس سطيف مر شرط عديد بعام فريق مدرس بصفوف 
1528,رياضة,عالم لاعب ناشء كور جنوب منتخب حفل كر كاس بطول هداف بكاس استقبال نساء جي مين يو سيد جديد فوز 
1529,رياضة,لاعب مهاجم استراليا كروس ناث نيل بريت بطول لاعبا تشكيل ايليتسبورت كيويل اسيا هار كو مدرب روب اوسيك نهاء كاهيل 
1530,رياضة,ليب بطرابلس اهل فريق ناد عموم اتحاد قرار جمع كاس مسابق دور انسحاب نشاط تجميد طريق ماض سابق متصدر لجن 
1531,رياضة,دور انجليز تشيلس كاس مدرب ابطال موسم تول ناد فريق تدريب اوروبا بكاس لقب مورينيو روبس افضل رحيل مدربا فوز 
1532,رياضة,هندوراس خط عالم كاس كارلوس فريق رويدا اسيوس فاياداريس امريكا وقت مركز قاءم ميل سوازو ايميليو ايزاجير شافيز بونيك اوسم 
1533,رياضة,كاس خليج عمان فريق مدرب منتخب قرار اسيا بوسعيد فرنس نهاء ليقود بعدما وطن مءتمر صحف لكر لقب فوز بكاس 
1534,رياضة,ناد هلال منتج شرك موبايل مجموع رءيس دول توقيع تسويق متاجر سعود جود ملعب تنفيذ افتاح رياض عال منطق لمجموع 
